manufacturer,permit_number,vin_number,is_operatable_without_driver,driver_present,is_disengaged_by,disengaged_location,disengagement_reason,date
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/4/2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/4/2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/4/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/5/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/5/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/5/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/5/2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/6/2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/6/2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/6/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/11/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/11/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/12/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could get too close to another vehicle during a merge. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/12/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/12/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,10/13/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,10/13/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/13/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/13/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,10/13/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/17/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,10/17/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/17/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/17/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/18/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/18/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/18/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,10/18/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/19/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/19/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/19/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/19/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/19/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/19/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/21/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/21/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/21/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/21/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/21/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/24/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/24/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved",10/24/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/24/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",10/24/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,10/24/2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",10/25/2022
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The software gave back control to the driver, due to a minor system error, Conditions: Non-inclement weather, dry roads, no other factors involved.Root Cause: Software kickout. There are criteria that the software needs to meet to be in a “healthy” state. If one of these has an error, the software hands back control to the driver for safety reasons. This kickout was related to the drive-by-wire system throwing a software fault indicating that the self-driving software application the operator uses to monitor the car’s behavior needs to be restarted. This is not safety critical; it just means an application restart fixes the issue",10/26/2022
